image_id,class_name,relative_path,absolute_path,file_size_bytes,width,height,mode,sha256,phash_hex,dhash_hex
IMG000011,喉癌,喉癌/06F8D3E84A414E7CB48FE2A764606B13_EBYHJ11759640.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\06F8D3E84A414E7CB48FE2A764606B13_EBYHJ11759640.jpg,87428,718,556,RGB,5dfffc616c05dd15c82efd5da1404cdee1f549a0fb86f3e41df0f66555e4cce1,f19620d25bd96536,9c8c961a0d079387
IMG000012,喉癌,喉癌/06F8D3E84A414E7CB48FE2A764606B13_EBYHJ11759641.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\06F8D3E84A414E7CB48FE2A764606B13_EBYHJ11759641.jpg,91502,718,556,RGB,6a82f323dd484f58a56b2a549b52afe60f403a225963724cafe6fed05a158409,f19424d61ad925f6,8c86921b0d469783
IMG000013,喉癌,喉癌/06F8D3E84A414E7CB48FE2A764606B13_EBYHJ11759642.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\06F8D3E84A414E7CB48FE2A764606B13_EBYHJ11759642.jpg,91481,718,556,RGB,6352a0839a8173c1214751747c57167b8cc8c56d420cf87ee26e324821e1c370,f19424d61ad925f6,8c86921b0d469783
IMG000014,喉癌,喉癌/288CD33E5E574153946638D0FB113F14_EBYHJ11748968.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\288CD33E5E574153946638D0FB113F14_EBYHJ11748968.jpg,115225,718,556,RGB,866630e638a45592c57dd88c6a0f0f68a2b07c7d7741aea3cde8983e338233a5,b12bca3645d93cc5,5c091b9e9e1c1ca0
IMG000015,喉癌,喉癌/288CD33E5E574153946638D0FB113F14_EBYHJ11748969.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\288CD33E5E574153946638D0FB113F14_EBYHJ11748969.jpg,116484,718,556,RGB,1dc7607ac84d8620000c1ea972d85f1eb8af323c16a2f0b6e0a6d25e2234f02e,b1cb0661d97c92ab,dc58591e9a96060f
IMG000016,喉癌,喉癌/288CD33E5E574153946638D0FB113F14_EBYHJ11748970.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\288CD33E5E574153946638D0FB113F14_EBYHJ11748970.jpg,115383,718,556,RGB,f61049ec1d88702ca6dba1bb3f82523cb0d15568c07cac2131854e9e49dfc409,b0930764d36d3e3c,dcdc1c1b1f06060f
IMG000017,喉癌,喉癌/288CD33E5E574153946638D0FB113F14_EBYHJ11748973.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\288CD33E5E574153946638D0FB113F14_EBYHJ11748973.jpg,106511,718,556,RGB,9a8587344e332f9a6ba359f93d94942c6c4bd0cc63c07e45884d096ff6db50b7,f8954e6c16980f6d,1c1c18181e138303
IMG000018,喉癌,喉癌/288CD33E5E574153946638D0FB113F14_EBYHJ11748976.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\288CD33E5E574153946638D0FB113F14_EBYHJ11748976.jpg,127256,716,556,RGB,d2bd2191f8022ca19ffe52bff37741287d13bb13d547b84e5912c7646ff93341,b1870768617dda4b,caee2c1c9d1d0797
IMG000019,喉癌,喉癌/288CD33E5E574153946638D0FB113F14_EBYHJ11748977.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\288CD33E5E574153946638D0FB113F14_EBYHJ11748977.jpg,128672,716,556,RGB,9725f2443a77cdab0c85061c61860a5ecad0974e8498377beec248c08154297f,b98307d34162bf5c,ccde3e16181e0f97
IMG000020,喉癌,喉癌/288CD33E5E574153946638D0FB113F14_EBYHJ11748978.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\288CD33E5E574153946638D0FB113F14_EBYHJ11748978.jpg,99915,716,556,RGB,aee1eb3277aa705bd705d3f1add6701654190e970fb7740f5fcebb9b5f06a8c8,f1840eb841f652ef,ae1e0e0e1b1f0f07
IMG000021,喉癌,喉癌/300H0001.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0001.tif,3209267,1008,1042,RGB,082942d87714693809f095bf020adb24de38233a7ca9ea00dfea4a0a90addd02,b598359155d255e6,be5f7f7d3e1a5fee
IMG000022,喉癌,喉癌/300H0003.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0003.tif,3209267,1008,1042,RGB,408a6a26edc06e8be1e4e657b1dafd3c900f6fde00464edccadda4fba0bdf421,b54265bb55a255ac,ce1ffd3cbe1f1f8e
IMG000023,喉癌,喉癌/300H0005.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0005.tif,3209267,1008,1042,RGB,ad32ca6ec2f8fe4d962363d2cc313c8fa92160cda25bfb01783438cfe436491f,b54a65b845a755b4,f6f3fc7e3c3e1f8e
IMG000024,喉癌,喉癌/300H0007.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0007.tif,3209267,1008,1042,RGB,694fffad1b40f371fc39ad40c13284d49e1dc469eda3a7eb64f587f1aaab5e4d,a44f65ba548751d9,e68fdeaebfdfcfa6
IMG000025,喉癌,喉癌/300H0009.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0009.tif,3209267,1008,1042,RGB,46542f338299f1784cbea832b799ff72a6d243db1817942a6a91f0bbfea6450d,95ca351c55e95571,fefffbeffc7e3fde
IMG000026,喉癌,喉癌/300H0011.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0011.tif,3209267,1008,1042,RGB,46a56ec961a0389df5d801b69d73ff2f2cccdb6fe1e2f6f67804c07d58d55fa7,95c6154e556f554a,f6fffefbf3ff7fbe
IMG000027,喉癌,喉癌/300H0013.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0013.tif,3209267,1008,1042,RGB,81288d3c96d369cf724a23cc9d132c253371f2fdc83dd4279cbc2dd8c36347c7,a495159f55cd45c5,be9f8f9f8fcfc786
IMG000028,喉癌,喉癌/300H0015.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0015.tif,3209267,1008,1042,RGB,46a8c97d121a2b39a319c222d9d0cb0a2a604f1ff062ed52c2c3f7df32312b20,b54a65f9548615b9,e08ffee6b2decece
IMG000029,喉癌,喉癌/300H0017.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0017.tif,3209267,1008,1042,RGB,521fb4334d3a6599cd6bca4e31144ee42a804398fc41965cdb7c9e14443b3c0b,b01f146a553a55bb,f47b3b9f9f8f8f8e
IMG000030,喉癌,喉癌/300H0019.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0019.tif,5656979,1728,1080,RGB,429204ebb4e9c898804fd5e9dd6dffbdc8e4fa6fb958b198196a89ce383974ad,e4376a810c9f76a3,070f0c26c7878307
IMG000031,喉癌,喉癌/300H0021.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0021.tif,5656979,1728,1080,RGB,10ed168bf51d6b1113d17542b5b161f295fd162e61eae95a35e644ed07e2146b,bb6c871c641cd137,07071b171f1b3b4f
IMG000032,喉癌,喉癌/300H0023.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0023.tif,5656979,1728,1080,RGB,221fce73f351c9012c33d468f8938f4a18b83d77d84d8c9c7bf42491b94fa6d3,b2b10659647f4957,0f0f0f0f1f1b2fee
IMG000033,喉癌,喉癌/300H0025.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0025.tif,5656979,1728,1080,RGB,f0459d9c296ff7d57c50f311d0054272cb27903244f6cc146c31e4bc62d73a43,e936702b4d2995f1,07040263c3c38380
IMG000034,喉癌,喉癌/300H0041.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0041.tif,3209267,1008,1042,RGB,a97251695374b727899688b70689cca509409b566b80dd3238d8f6fa0d649385,b36c5431573a54b9,82c307cb9b1b38f8
IMG000035,喉癌,喉癌/300H0043.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0043.tif,3209267,1008,1042,RGB,f0832d4bfce1d8909531d7ff2c12f019bf5e76717e84f002cb8bdb1451b8b42e,b195154d554d15db,de1f8f878f8f0bcc
IMG000036,喉癌,喉癌/300H0049.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0049.tif,3209267,1008,1042,RGB,8a52df6a8ba35832992feeccaeacea74ae201d3a1cad7479ce0fae00ffa035f2,c693107f407711df,f0fc5c40606024a0
IMG000037,喉癌,喉癌/300H0051.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0051.tif,3209267,1008,1042,RGB,04952851fe93cb981f6c8929e3e27b4ca3a6d8dbbb417429d6a5f2c3d2bdcb3d,c6b91d4740f1913f,ce7cde8ec5c4c4e4
IMG000038,喉癌,喉癌/300H0053.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0053.tif,3209267,1008,1042,RGB,0ed278e1783bdb18837d7be21cdf5263611654024fc165caa2683ed77a636084,c4b39137115d171f,8cc4e4c0e4e4e0e2
IMG000039,喉癌,喉癌/300H0055.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0055.tif,3209267,1008,1042,RGB,c88f92bc75b6268c4cba46ce79e6bef202b7969327f95475fb7e08ea5d14f1de,917545b2d67650a7,f8f2babdfe9dc6e0
IMG000040,喉癌,喉癌/300H0057.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0057.tif,3209267,1008,1042,RGB,15fee54fe6effa774e1c101cbc74a2405c6ea1dedd988ffecaec2195828ff6f6,81b545b5417741f7,f0fcf3f1fffee4e0
IMG000041,喉癌,喉癌/300H0059.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0059.tif,3209267,1008,1042,RGB,ebef976fa562b54afc9789bea2902812164ce0779651968e6b24e0d1e87779d6,c4b1114f40f7475f,fc3e4cc0606064e0
IMG000042,喉癌,喉癌/300H0061.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0061.tif,3209267,1008,1042,RGB,877e513b68760bb9c1ac7a13acc7eb62417be42ad2fd136f00be178f0fb11290,cdb73334191831dd,9e46e2f2e2e0f2f2
IMG000043,喉癌,喉癌/300H0063.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0063.tif,3209267,1008,1042,RGB,db12ee6a4bddba7ead39263c0edf754d4b68d6f457618bb35fb0226faf1a0ce6,819f41b785b65b52,f0f2bb3ffc9e8cc0
IMG000044,喉癌,喉癌/300H0065.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0065.tif,3209267,1008,1042,RGB,bc45e32b525d28965ab48f126b03629afdf82018e7f4087e4fdd6abc374769cc,c7991467519554d7,dcfefcd8c0c0c0c0
IMG000045,喉癌,喉癌/300H0067.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0067.tif,3209267,1008,1042,RGB,1de589d1ea025770de465ec5ac70b633c7121a01fb31c5d4a2dd8af22b46aaf7,81b5559d459d4755,f09fc3fdf0f8fcc0
IMG000046,喉癌,喉癌/300H0069.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0069.tif,3209267,1008,1042,RGB,4a66612a3a0708047afa6b151976c9fd4b5f3eedf3f6d2e4b259bc43812d77e5,85da35c9150f552f,c081c1e9c1e3e7ee
IMG000047,喉癌,喉癌/300H0071.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0071.tif,3209267,1008,1042,RGB,6c28886f2f1f8b98934457d0187410ca1ed6acc94b169792a15063b329ec448b,d07d44c915e601ff,80a0ececf8d1e0e0
IMG000048,喉癌,喉癌/300H0085.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0085.tif,3209267,1008,1042,RGB,a835005c3ea5abead466d9a3f9f74c571d1aaf4ef17b5102e6348e6e44dad921,e5d658e1049e55da,860305c4861713af
IMG000049,喉癌,喉癌/300H0087.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0087.tif,3209267,1008,1042,RGB,7de8cb61da04af08d6354982d3dcec07a4096b4c88cb936eed566de5ff8971bb,e5c558e94584555f,860bc6c6870b13af
IMG000050,喉癌,喉癌/300H0089.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0089.tif,3209267,1008,1042,RGB,41c2094d28304ac7c3d348463ffafacbc83ffa58976d99d27920d767f4e5946d,c09d55ce89db01e7,c2e5c3c3c3c7c588
IMG000051,喉癌,喉癌/300H0091.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0091.tif,3209267,1008,1042,RGB,697b7bd390f2b8be939fd3cd49e22f2a1c7c06e33ed27b3e67656335b6555851,b5d3453655b851a9,9e5f991c1e2f0fb6
IMG000052,喉癌,喉癌/300H0093.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0093.tif,3209267,1008,1042,RGB,a325a051d8117bf2e109605605d2fee1b7f67a2f98d98917566fa55ad3e321ed,c099654c11df12ff,c0c0c9f1e3c1c480
IMG000053,喉癌,喉癌/300H0097.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0097.tif,5656979,1728,1080,RGB,d165d03ffb72400214ec6ffb5e9736f3f4742aa74e0785dd361a2a3a040716fd,f1993c69152e9b64,189c1c1c1e0b0f0e
IMG000054,喉癌,喉癌/300H0099.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0099.tif,5656979,1728,1080,RGB,0d05aa36169c2421388a66184b692bc481dedf9034d7bb35fbcc892aedb97028,b3993c659c26cc72,1f1b9b999d8f0f1f
IMG000055,喉癌,喉癌/300H0101.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0101.tif,5656979,1728,1080,RGB,5d5aa4f71750969d384b21a66211a5315c0b7fea79dbce8a5bef0e58efd82c81,b1982f69964bc467,1b1919191d1f0f0f
IMG000056,喉癌,喉癌/300H0103.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0103.tif,5656979,1728,1080,RGB,98b8ee757a294e22dcbb4d87fc319a4f8c99bb71249b5894604b0095027a3b37,fbb924964c32b712,17171b1b0b090d0e
IMG000057,喉癌,喉癌/300H0105.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0105.tif,5656979,1728,1080,RGB,d46b303562be85933371d4f18e0e61d92d1a9e60ef8f299dc66511e97cc183ff,abad64363633b033,6773735b4949494d
IMG000058,喉癌,喉癌/300H0107.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0107.tif,5656979,1728,1080,RGB,754efddadcc101ef7482dd291c09e9f121dbdb36b0e27a371dded0dde1ac0e68,8bad373310b95e8c,c7e3f3f3d1d9d9d9
IMG000059,喉癌,喉癌/300H0109.tif,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\300H0109.tif,5656979,1728,1080,RGB,ec8186775248b0e01b5cd573f3086f0c4bedc91fa1d466bd7154e732a87a6f5b,bbee7cd120912cb1,3b39795959d99999
IMG000060,喉癌,喉癌/475B12BFAF0847C6BBAC9A61F3B0E2A7_EBYHJ11709292.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\475B12BFAF0847C6BBAC9A61F3B0E2A7_EBYHJ11709292.jpg,72656,720,556,RGB,cc07e16da3399ae237d9db6c37e0c790d8d000f4b43e41d1e85b25320f17bed0,c29894338ddb9b66,f8e1e1b383cb8fc6
IMG000061,喉癌,喉癌/475B12BFAF0847C6BBAC9A61F3B0E2A7_EBYHJ11709294.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\475B12BFAF0847C6BBAC9A61F3B0E2A7_EBYHJ11709294.jpg,74854,720,556,RGB,9b85ae7490f274906742eee60580bcfd67e0463a47e37792d8dd1e856e2b4333,e08ad633a43d9973,e1e1e1e38b8b0f86
IMG000062,喉癌,喉癌/475B12BFAF0847C6BBAC9A61F3B0E2A7_EBYHJ11709295.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\475B12BFAF0847C6BBAC9A61F3B0E2A7_EBYHJ11709295.jpg,82893,718,556,RGB,54f0a33b1109a3a77df748fac1c773552a96807b4898e2911d70c9f048299a50,f98a6218e15bc47e,c181420b13191f0f
IMG000063,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687249.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687249.jpg,77710,718,556,RGB,2cb230a40f0782882b939c10cebd39fae91c6c5a259007b7461c77f1ec8d339c,b4db47e3122c9b61,8c0c1e1e9e8e8686
IMG000064,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687250.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687250.jpg,78287,718,556,RGB,a73e6792449bbd80e164387cb549d3d742b215ec83ec5681864e925be4e77229,ac9e4ee2566c3269,b93236369e8f87d7
IMG000065,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687251.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687251.jpg,80941,718,556,RGB,4941e2f4a798a922204ad712047fbe162f747014aef7da8f8efd8872ce9c8340,f99c45e169b349a4,92b438199f8bcec3
IMG000066,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687252.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687252.jpg,80251,718,556,RGB,86f568e912454b7e824801a3177fe4788ee21dbfeb764444f53d8f87080d8f41,b89c45613d934cf6,b43438393f93cbc6
IMG000067,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687262.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687262.jpg,76916,718,556,RGB,102289bb47b2dcbf3938910ddc2476dce3d1254ade9ec69f58118649b34d683f,b1fdc9c31a7002eb,8a0a1e1c4ccccccc
IMG000068,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687263.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687263.jpg,92014,718,556,RGB,d3dbbf4dafbe10ba64547248d1678e603aac5994402ce5047fce2304f34d69ba,e9184ae6746b94cd,9db2321e068bc383
IMG000069,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687264.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687264.jpg,88165,718,556,RGB,ee5de88dca6fee9f7ed284f040712895bd11fd7c41e0e5ab8dafeb8ba627d0c6,f2b144e52365a65b,98181d1f098581c1
IMG000070,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687269.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687269.jpg,114880,716,556,RGB,6cc792127164ea2291e690dc112c84a1a683683b2386447d4a501bb4f5277f9e,bf307d866932d186,8ebfdefeee6c6432
IMG000071,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687275.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687275.jpg,123759,718,556,RGB,9f483e5740e8fc739ff9aef892e83f5b07bcf3c84d6ad9d9dc695d18c933bd57,9f207b04d469b54f,aebe5efe64e67338
IMG000072,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687277.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687277.jpg,106275,717,556,RGB,5550904b40034706eeb7b72f7d55c94a619d35e2a6f9e5319455923f10cc10f5,c42f154a25527b7e,6c6666e663e1b0dc
IMG000073,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687292.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687292.jpg,118500,715,556,RGB,c15cb1943aef61ef4387c404bc5c24e8b221915c9332c2bcbda0776b5a307ec0,d72144b690db2b6e,ccc46b787c5c40c0
IMG000074,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687306.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687306.jpg,119950,718,556,RGB,a560e78836b64e8f96067e2c30d7c6cf668aaffa24a3eda65f0d505ea03185fb,d32b44729691d9a7,dcc252785dd8c0c4
IMG000075,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687314.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687314.jpg,119782,715,556,RGB,b60da41d07d8a934fa1692916eeeb9e0cb7669415ecfe31c1020be8b763af487,d33b40b296d16b27,ccc45b78785cc0c0
IMG000076,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687318.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687318.jpg,84802,717,556,RGB,594fd430bda6347352c7246b255ba56232335195ccdd9069fe7035051eda0c88,d70044be4a6edd95,e4cc5469382c6c60
IMG000077,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687322.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687322.jpg,83966,718,556,RGB,b68951ce04eecc28fdab23e72cae763eca4edb0da0cb9fa8eb6114ee4b2e1020,d73340b69c6b2a4e,ccd46878784cc0c0
IMG000078,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687330.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687330.jpg,115327,715,556,RGB,cde1e187437c7e2a3976b3375d2fd322f82e3fc3b904a4f826926e35c79e18c7,d72f44b2904b6e4e,ccd66938385cc0c0
IMG000079,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687332.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687332.jpg,116726,716,556,RGB,d7f01ea07236352e2c6fcb57b8d4d05d55295302b280d11e0f8afea5e77d7e81,f1b50e6749a59453,0a181c06898f0389
IMG000080,喉癌,喉癌/5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687335.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\5175575EF4554DA586ED5ECA7BF814B9_EBYHJ11687335.jpg,79576,718,556,RGB,7a49196e69e4e3778c78138556923ddcb0b0588a293c30f6eb6edd9ef065f95e,f1944be15b692596,903c1e138d8381c9
IMG000081,喉癌,喉癌/56FFD29F31CD4476A1539A0BE467E9B2_EBYHJ11878073.jpg,D:\疲劳状态标注\AA喉部图像质量控制\喉癌\56FFD29F31CD4476A1539A0BE467E9B2_EBYHJ11878073.jpg,95898,714,556,RGB,cb747c71864d987bde84bd3cf1d562796cb87b34c456b601b7c8ed8f9deee262,b66d49b24b453ac5,868e8ecccc0dccf0
